id_herb,produto_comercial,empresa,ingrediente,link,registro,dose_(g/L)_(g/kg),equivalente_acido,Formulacao,culturas,bula,form_sigla,form_tipo,dose_gkg,dose_gL,ia_1,ia_2,ia_3,dose_gkg_ia_1
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),citros,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),eucalipto,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),pinus,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),banana,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),pera,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),uva,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),maçã,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),ameixa,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),pessego,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),nectarina,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
395,Kick-Off 480 SL,AllierBrasil Agro Ltda.,glifosato-sal de isopropilamina (glicina substituida),http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,15717,480,360,concentrado solúvel (sl),cacau,x,sl,líquido,NA,480,glifosato-sal de isopropilamina ,,,NA
396,Kicker,Sipcam Nichino Brasil S.A. - Uberaba/MG,sulfentrazona (triazolona),https://www.agrolink.com.br/agrolinkfito/produto/kicker_10365.html,11217,500,NA,suspensão concentrada (sc),soja,x,sc,líquido,NA,500,sulfentrazona ,,,NA
396,Kicker,Sipcam Nichino Brasil S.A. - Uberaba/MG,sulfentrazona (triazolona),https://www.agrolink.com.br/agrolinkfito/produto/kicker_10365.html,11217,500,NA,suspensão concentrada (sc),café,x,sc,líquido,NA,500,sulfentrazona ,,,NA
396,Kicker,Sipcam Nichino Brasil S.A. - Uberaba/MG,sulfentrazona (triazolona),https://www.agrolink.com.br/agrolinkfito/produto/kicker_10365.html,11217,500,NA,suspensão concentrada (sc),cana,x,sc,líquido,NA,500,sulfentrazona ,,,NA
396,Kicker,Sipcam Nichino Brasil S.A. - Uberaba/MG,sulfentrazona (triazolona),https://www.agrolink.com.br/agrolinkfito/produto/kicker_10365.html,11217,500,NA,suspensão concentrada (sc),abacaxi,x,sc,líquido,NA,500,sulfentrazona ,,,NA
396,Kicker,Sipcam Nichino Brasil S.A. - Uberaba/MG,sulfentrazona (triazolona),https://www.agrolink.com.br/agrolinkfito/produto/kicker_10365.html,11217,500,NA,suspensão concentrada (sc),citros,x,sc,líquido,NA,500,sulfentrazona ,,,NA
396,Kicker,Sipcam Nichino Brasil S.A. - Uberaba/MG,sulfentrazona (triazolona),https://www.agrolink.com.br/agrolinkfito/produto/kicker_10365.html,11217,500,NA,suspensão concentrada (sc),fumo,x,sc,líquido,NA,500,sulfentrazona ,,,NA
397,Kicker Sup,Sipcam Nichino Brasil S.A. - Uberaba/MG,sulfentrazona (triazolona),https://www.agrolink.com.br/agrolinkfito/produto/kicker-sup_10378.html,11017,500,NA,suspensão concentrada (sc),soja,x,sc,líquido,NA,500,sulfentrazona ,,,NA
