id_herb,produto_comercial,empresa,ingrediente,link,registro,dose_(g/L)_(g/kg),equivalente_acido,Formulacao,culturas,bula,form_sigla,form_tipo,dose_gkg,dose_gL,ia_1,ia_2,ia_3,dose_gkg_ia_1
1,"2,4-D (240) + Picloram (64) SL",CCAB Agro S.A. – Sao Paulo,"picloram (acido piridinocarboxilico) + 2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-240----picloram-64--sl_10764.html,31918,103.6 + 406,64 + 240,concentrado solúvel (sl),pastagem,x,sl,líquido,NA,103.6 + 406,picloram ,"2,4-D ",,NA
1,"2,4-D (240) + Picloram (64) SL",CCAB Agro S.A. – Sao Paulo,"picloram (acido piridinocarboxilico) + 2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-240----picloram-64--sl_10764.html,31918,103.6 + 406,64 + 240,concentrado solúvel (sl),eucalipto,x,sl,líquido,NA,103.6 + 406,picloram ,"2,4-D ",,NA
2,"2,4-D 806 RN",Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-806-rn_10050.html,1215,806,670,concentrado solúvel (sl),soja,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
2,"2,4-D 806 RN",Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-806-rn_10050.html,1215,806,670,concentrado solúvel (sl),milho,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
2,"2,4-D 806 RN",Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-806-rn_10050.html,1215,806,670,concentrado solúvel (sl),café,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
2,"2,4-D 806 RN",Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-806-rn_10050.html,1215,806,670,concentrado solúvel (sl),trigo,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
2,"2,4-D 806 RN",Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-806-rn_10050.html,1215,806,670,concentrado solúvel (sl),arroz,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
2,"2,4-D 806 RN",Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-806-rn_10050.html,1215,806,670,concentrado solúvel (sl),cana,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
2,"2,4-D 806 RN",Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-806-rn_10050.html,1215,806,670,concentrado solúvel (sl),pastagem,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
5,"2,4-D Agroimport",Agro Import do Brasil Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-agroimport_10811.html,41418,806,670,concentrado solúvel (sl),soja,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
5,"2,4-D Agroimport",Agro Import do Brasil Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-agroimport_10811.html,41418,806,670,concentrado solúvel (sl),milho,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
5,"2,4-D Agroimport",Agro Import do Brasil Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-agroimport_10811.html,41418,806,670,concentrado solúvel (sl),café,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
5,"2,4-D Agroimport",Agro Import do Brasil Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-agroimport_10811.html,41418,806,670,concentrado solúvel (sl),trigo,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
5,"2,4-D Agroimport",Agro Import do Brasil Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-agroimport_10811.html,41418,806,670,concentrado solúvel (sl),arroz,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
5,"2,4-D Agroimport",Agro Import do Brasil Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-agroimport_10811.html,41418,806,670,concentrado solúvel (sl),cana,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
5,"2,4-D Agroimport",Agro Import do Brasil Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-agroimport_10811.html,41418,806,670,concentrado solúvel (sl),pastagem,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
6,"2,4-D Amina 840 SL",Albaugh Agro Brasil Ltda.- Sao Paulo,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-840-sl_4776.html,5002,840,698,concentrado solúvel (sl),soja,x,sl,líquido,NA,840,"2,4-D-dimetilamina ",,,NA
6,"2,4-D Amina 840 SL",Albaugh Agro Brasil Ltda.- Sao Paulo,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-840-sl_4776.html,5002,840,698,concentrado solúvel (sl),milho,x,sl,líquido,NA,840,"2,4-D-dimetilamina ",,,NA
6,"2,4-D Amina 840 SL",Albaugh Agro Brasil Ltda.- Sao Paulo,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-840-sl_4776.html,5002,840,698,concentrado solúvel (sl),trigo,x,sl,líquido,NA,840,"2,4-D-dimetilamina ",,,NA
6,"2,4-D Amina 840 SL",Albaugh Agro Brasil Ltda.- Sao Paulo,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-840-sl_4776.html,5002,840,698,concentrado solúvel (sl),arroz,x,sl,líquido,NA,840,"2,4-D-dimetilamina ",,,NA
6,"2,4-D Amina 840 SL",Albaugh Agro Brasil Ltda.- Sao Paulo,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-840-sl_4776.html,5002,840,698,concentrado solúvel (sl),cana,x,sl,líquido,NA,840,"2,4-D-dimetilamina ",,,NA
6,"2,4-D Amina 840 SL",Albaugh Agro Brasil Ltda.- Sao Paulo,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-840-sl_4776.html,5002,840,698,concentrado solúvel (sl),pastagem,x,sl,líquido,NA,840,"2,4-D-dimetilamina ",,,NA
7,"2,4-D Amina CCAB 806 SL",CCAB Agro S.A. – Sao Paulo,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-ccab-806-sl_10110.html,6615,806,670,concentrado solúvel (sl),soja,x,sl,líquido,NA,806,"2,4-D ",,,NA
7,"2,4-D Amina CCAB 806 SL",CCAB Agro S.A. – Sao Paulo,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-ccab-806-sl_10110.html,6615,806,670,concentrado solúvel (sl),milho,x,sl,líquido,NA,806,"2,4-D ",,,NA
7,"2,4-D Amina CCAB 806 SL",CCAB Agro S.A. – Sao Paulo,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-ccab-806-sl_10110.html,6615,806,670,concentrado solúvel (sl),trigo,x,sl,líquido,NA,806,"2,4-D ",,,NA
7,"2,4-D Amina CCAB 806 SL",CCAB Agro S.A. – Sao Paulo,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-ccab-806-sl_10110.html,6615,806,670,concentrado solúvel (sl),arroz,x,sl,líquido,NA,806,"2,4-D ",,,NA
7,"2,4-D Amina CCAB 806 SL",CCAB Agro S.A. – Sao Paulo,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-ccab-806-sl_10110.html,6615,806,670,concentrado solúvel (sl),cana,x,sl,líquido,NA,806,"2,4-D ",,,NA
7,"2,4-D Amina CCAB 806 SL",CCAB Agro S.A. – Sao Paulo,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-amina-ccab-806-sl_10110.html,6615,806,670,concentrado solúvel (sl),milheto,x,sl,líquido,NA,806,"2,4-D ",,,NA
8,"2,4-D CROP 806 SL",Solus Industria Quimica Ltda.,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-crop-806-sl_10292.html,21316,806,670,concentrado solúvel (sl),soja,x,sl,líquido,NA,806,"2,4-D ",,,NA
8,"2,4-D CROP 806 SL",Solus Industria Quimica Ltda.,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-crop-806-sl_10292.html,21316,806,670,concentrado solúvel (sl),milho,x,sl,líquido,NA,806,"2,4-D ",,,NA
8,"2,4-D CROP 806 SL",Solus Industria Quimica Ltda.,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-crop-806-sl_10292.html,21316,806,670,concentrado solúvel (sl),café,x,sl,líquido,NA,806,"2,4-D ",,,NA
8,"2,4-D CROP 806 SL",Solus Industria Quimica Ltda.,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-crop-806-sl_10292.html,21316,806,670,concentrado solúvel (sl),trigo,x,sl,líquido,NA,806,"2,4-D ",,,NA
8,"2,4-D CROP 806 SL",Solus Industria Quimica Ltda.,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-crop-806-sl_10292.html,21316,806,670,concentrado solúvel (sl),cana,x,sl,líquido,NA,806,"2,4-D ",,,NA
8,"2,4-D CROP 806 SL",Solus Industria Quimica Ltda.,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-crop-806-sl_10292.html,21316,806,670,concentrado solúvel (sl),pastagem,x,sl,líquido,NA,806,"2,4-D ",,,NA
9,"2,4-D Fersol",Ameribras Indústria e Comércio Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-fersol_8948.html,128803,867,720,concentrado solúvel (sl),soja,x,sl,líquido,NA,867,"2,4-D-dimetilamina ",,,NA
9,"2,4-D Fersol",Ameribras Indústria e Comércio Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-fersol_8948.html,128803,867,720,concentrado solúvel (sl),trigo,x,sl,líquido,NA,867,"2,4-D-dimetilamina ",,,NA
9,"2,4-D Fersol",Ameribras Indústria e Comércio Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-fersol_8948.html,128803,867,720,concentrado solúvel (sl),cana,x,sl,líquido,NA,867,"2,4-D-dimetilamina ",,,NA
9,"2,4-D Fersol",Ameribras Indústria e Comércio Ltda.,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-fersol_8948.html,128803,867,720,concentrado solúvel (sl),pastagem,x,sl,líquido,NA,867,"2,4-D-dimetilamina ",,,NA
10,"2,4-D Nortox",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox_8434.html,3009,806,670,concentrado solúvel (sl),soja,x,sl,líquido,NA,806,"2,4-D ",,,NA
10,"2,4-D Nortox",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox_8434.html,3009,806,670,concentrado solúvel (sl),milho,x,sl,líquido,NA,806,"2,4-D ",,,NA
10,"2,4-D Nortox",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox_8434.html,3009,806,670,concentrado solúvel (sl),sorgo,x,sl,líquido,NA,806,"2,4-D ",,,NA
10,"2,4-D Nortox",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox_8434.html,3009,806,670,concentrado solúvel (sl),café,x,sl,líquido,NA,806,"2,4-D ",,,NA
10,"2,4-D Nortox",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox_8434.html,3009,806,670,concentrado solúvel (sl),trigo,x,sl,líquido,NA,806,"2,4-D ",,,NA
10,"2,4-D Nortox",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox_8434.html,3009,806,670,concentrado solúvel (sl),arroz,x,sl,líquido,NA,806,"2,4-D ",,,NA
10,"2,4-D Nortox",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox_8434.html,3009,806,670,concentrado solúvel (sl),aveia,x,sl,líquido,NA,806,"2,4-D ",,,NA
10,"2,4-D Nortox",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox_8434.html,3009,806,670,concentrado solúvel (sl),cana,x,sl,líquido,NA,806,"2,4-D ",,,NA
10,"2,4-D Nortox",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox_8434.html,3009,806,670,concentrado solúvel (sl),braquiaria,x,sl,líquido,NA,806,"2,4-D ",,,NA
11,"2,4-D Nortox 970 WG",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox-970-wg_11070.html,2920,970,800,granulado dispersível (wg),soja,x,wg,seco,970,NA,"2,4-D ",,,970
11,"2,4-D Nortox 970 WG",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox-970-wg_11070.html,2920,970,800,granulado dispersível (wg),milho,x,wg,seco,970,NA,"2,4-D ",,,970
11,"2,4-D Nortox 970 WG",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox-970-wg_11070.html,2920,970,800,granulado dispersível (wg),café,x,wg,seco,970,NA,"2,4-D ",,,970
11,"2,4-D Nortox 970 WG",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox-970-wg_11070.html,2920,970,800,granulado dispersível (wg),arroz,x,wg,seco,970,NA,"2,4-D ",,,970
11,"2,4-D Nortox 970 WG",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox-970-wg_11070.html,2920,970,800,granulado dispersível (wg),cana,x,wg,seco,970,NA,"2,4-D ",,,970
11,"2,4-D Nortox 970 WG",Nortox S.A. - Arapongas,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-nortox-970-wg_11070.html,2920,970,800,granulado dispersível (wg),pastagem,x,wg,seco,970,NA,"2,4-D ",,,970
12,"2,4-D Super Amine SG",Rainbow Defensivos Agricolas Ltda.- Porto Alegre,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-super-amine-sg_10820.html,43318,975,800,granulado dispersível (wg),soja,x,wg,seco,975,NA,"2,4-D ",,,975
12,"2,4-D Super Amine SG",Rainbow Defensivos Agricolas Ltda.- Porto Alegre,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-super-amine-sg_10820.html,43318,975,800,granulado dispersível (wg),milho,x,wg,seco,975,NA,"2,4-D ",,,975
12,"2,4-D Super Amine SG",Rainbow Defensivos Agricolas Ltda.- Porto Alegre,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-super-amine-sg_10820.html,43318,975,800,granulado dispersível (wg),café,x,wg,seco,975,NA,"2,4-D ",,,975
12,"2,4-D Super Amine SG",Rainbow Defensivos Agricolas Ltda.- Porto Alegre,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-super-amine-sg_10820.html,43318,975,800,granulado dispersível (wg),arroz,x,wg,seco,975,NA,"2,4-D ",,,975
12,"2,4-D Super Amine SG",Rainbow Defensivos Agricolas Ltda.- Porto Alegre,"2,4-D (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-super-amine-sg_10820.html,43318,975,800,granulado dispersível (wg),cana,x,wg,seco,975,NA,"2,4-D ",,,975
13,"2,4-D Tecnomyl",Tecnomyl Brasil Distribuidora de Produtos Agricolas Ltda - Foz do Iguaçu,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-tecnomyl_10109.html,6115,806,670,concentrado solúvel (sl),soja,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
13,"2,4-D Tecnomyl",Tecnomyl Brasil Distribuidora de Produtos Agricolas Ltda - Foz do Iguaçu,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-tecnomyl_10109.html,6115,806,670,concentrado solúvel (sl),milho,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
13,"2,4-D Tecnomyl",Tecnomyl Brasil Distribuidora de Produtos Agricolas Ltda - Foz do Iguaçu,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-tecnomyl_10109.html,6115,806,670,concentrado solúvel (sl),trigo,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
13,"2,4-D Tecnomyl",Tecnomyl Brasil Distribuidora de Produtos Agricolas Ltda - Foz do Iguaçu,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-tecnomyl_10109.html,6115,806,670,concentrado solúvel (sl),arroz,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
13,"2,4-D Tecnomyl",Tecnomyl Brasil Distribuidora de Produtos Agricolas Ltda - Foz do Iguaçu,"2,4-D-dimetilamina (acido ariloxialcanoico)",https://www.agrolink.com.br/agrolinkfito/produto/2-4-d-tecnomyl_10109.html,6115,806,670,concentrado solúvel (sl),cana,x,sl,líquido,NA,806,"2,4-D-dimetilamina ",,,NA
14,Abone,Albaugh Agro Brasil Ltda.- Sao Paulo,diurom (ureia),https://www.agrolink.com.br/agrolinkfito/produto/abone_10039.html,12014,500,NA,suspensão concentrada (sc),algodão,x,sc,líquido,NA,500,diurom ,,,NA
14,Abone,Albaugh Agro Brasil Ltda.- Sao Paulo,diurom (ureia),https://www.agrolink.com.br/agrolinkfito/produto/abone_10039.html,12014,500,NA,suspensão concentrada (sc),cana,x,sc,líquido,NA,500,diurom ,,,NA
15,Accent,Du_Pont do Brasil S.A. - Barueri (Alphaville),nicossulfurom (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/accent_7010.html,5806,750,NA,granulado dispersível (wg),milho,x,wg,seco,750,NA,nicossulfurom ,,,750
16,Accurate,FMC Química do Brasil Ltda. - Campinas,metsulfurom-metilico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/accurate_7916.html,5208,600,NA,granulado dispersível (wg),café,x,wg,seco,600,NA,metsulfurom-metilico ,,,600
16,Accurate,FMC Química do Brasil Ltda. - Campinas,metsulfurom-metilico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/accurate_7916.html,5208,600,NA,granulado dispersível (wg),trigo,x,wg,seco,600,NA,metsulfurom-metilico ,,,600
16,Accurate,FMC Química do Brasil Ltda. - Campinas,metsulfurom-metilico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/accurate_7916.html,5208,600,NA,granulado dispersível (wg),arroz,x,wg,seco,600,NA,metsulfurom-metilico ,,,600
16,Accurate,FMC Química do Brasil Ltda. - Campinas,metsulfurom-metilico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/accurate_7916.html,5208,600,NA,granulado dispersível (wg),aveia_preta,x,wg,seco,600,NA,metsulfurom-metilico ,,,600
16,Accurate,FMC Química do Brasil Ltda. - Campinas,metsulfurom-metilico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/accurate_7916.html,5208,600,NA,granulado dispersível (wg),aveia,x,wg,seco,600,NA,metsulfurom-metilico ,,,600
16,Accurate,FMC Química do Brasil Ltda. - Campinas,metsulfurom-metilico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/accurate_7916.html,5208,600,NA,granulado dispersível (wg),cana,x,wg,seco,600,NA,metsulfurom-metilico ,,,600
16,Accurate,FMC Química do Brasil Ltda. - Campinas,metsulfurom-metilico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/accurate_7916.html,5208,600,NA,granulado dispersível (wg),pastagem,x,wg,seco,600,NA,metsulfurom-metilico ,,,600
16,Accurate,FMC Química do Brasil Ltda. - Campinas,metsulfurom-metilico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/accurate_7916.html,5208,600,NA,granulado dispersível (wg),triticale,x,wg,seco,600,NA,metsulfurom-metilico ,,,600
17,Acert,Adama Brasil S.A. - Londrina,propaquizafope (Acido ariloxifenoxipropionico),https://www.agrolink.com.br/agrolinkfito/produto/acert_3013.html,2093,100,NA,concentrado emulsionável (ec),soja,x,ec,líquido,NA,100,propaquizafope ,,,NA
17,Acert,Adama Brasil S.A. - Londrina,propaquizafope (Acido ariloxifenoxipropionico),https://www.agrolink.com.br/agrolinkfito/produto/acert_3013.html,2093,100,NA,concentrado emulsionável (ec),algodão,x,ec,líquido,NA,100,propaquizafope ,,,NA
17,Acert,Adama Brasil S.A. - Londrina,propaquizafope (Acido ariloxifenoxipropionico),https://www.agrolink.com.br/agrolinkfito/produto/acert_3013.html,2093,100,NA,concentrado emulsionável (ec),arroz,x,ec,líquido,NA,100,propaquizafope ,,,NA
18,Acillatem,UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava,lactofem (eteretilica),https://www.agrolink.com.br/agrolinkfito/produto/acillatem_7992.html,11908,240,NA,concentrado emulsionável (ec),soja,x,ec,líquido,NA,240,lactofem ,,,NA
19,Aclamado BR,Ouro Fino Química S.A. - Uberaba,Atrazina (triazina),https://www.agrolink.com.br/agrolinkfito/produto/aclamadobr_8582.html,712,500,NA,suspensão concentrada (sc),milho,x,sc,líquido,NA,500,Atrazina ,,,NA
19,Aclamado BR,Ouro Fino Química S.A. - Uberaba,Atrazina (triazina),https://www.agrolink.com.br/agrolinkfito/produto/aclamadobr_8582.html,712,500,NA,suspensão concentrada (sc),sorgo,x,sc,líquido,NA,500,Atrazina ,,,NA
19,Aclamado BR,Ouro Fino Química S.A. - Uberaba,Atrazina (triazina),https://www.agrolink.com.br/agrolinkfito/produto/aclamadobr_8582.html,712,500,NA,suspensão concentrada (sc),cana,x,sc,líquido,NA,500,Atrazina ,,,NA
19,Aclamado BR,Ouro Fino Química S.A. - Uberaba,Atrazina (triazina),https://www.agrolink.com.br/agrolinkfito/produto/aclamadobr_8582.html,712,500,NA,suspensão concentrada (sc),milheto,x,sc,líquido,NA,500,Atrazina ,,,NA
20,Actend,Syngenta Proteção de Cultivos Ltda. – Sao Paulo,trifloxissulfurom-sodico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/actend_8609.html,10911,750,NA,granulado dispersível (wg),algodão,x,wg,seco,750,NA,trifloxissulfurom-sodico ,,,750
20,Actend,Syngenta Proteção de Cultivos Ltda. – Sao Paulo,trifloxissulfurom-sodico (sulfonilurea),https://www.agrolink.com.br/agrolinkfito/produto/actend_8609.html,10911,750,NA,granulado dispersível (wg),cana,x,wg,seco,750,NA,trifloxissulfurom-sodico ,,,750
21,Adifac,Basf S.A. – Sao Paulo,bentazona (benzotiadiazinona) + imazamoxi (imidazolinona),https://www.agrolink.com.br/agrolinkfito/produto/adifac_10762.html,31718,600 + 28,NA,concentrado solúvel (sl),arroz,x,sl,líquido,NA,600 + 28,bentazona ,imazamoxi ,,NA
21,Adifac,Basf S.A. – Sao Paulo,bentazona (benzotiadiazinona) + imazamoxi (imidazolinona),https://www.agrolink.com.br/agrolinkfito/produto/adifac_10762.html,31718,600 + 28,NA,concentrado solúvel (sl),feijão,x,sl,líquido,NA,600 + 28,bentazona ,imazamoxi ,,NA
21,Adifac,Basf S.A. – Sao Paulo,bentazona (benzotiadiazinona) + imazamoxi (imidazolinona),https://www.agrolink.com.br/agrolinkfito/produto/adifac_10762.html,31718,600 + 28,NA,concentrado solúvel (sl),amendoim,x,sl,líquido,NA,600 + 28,bentazona ,imazamoxi ,,NA
22,Advance,Ouro Fino Química S.A. - Uberaba,diurom (ureia) + hexazinona (triazinona),https://www.agrolink.com.br/agrolinkfito/produto/advance_3001.html,1595,533 + 67,NA,granulado dispersível (wg),cana,x,wg,seco,533 + 67,NA,diurom ,hexazinona ,,533 + 67
23,Afalon 450 SC,Adama Brasil S.A. - Londrina,linurom (ureia),https://www.agrolink.com.br/agrolinkfito/produto/afalon-450-sc_8469.html,6010,450,NA,suspensão concentrada (sc),mandioca,x,sc,líquido,NA,450,linurom ,,,NA
23,Afalon 450 SC,Adama Brasil S.A. - Londrina,linurom (ureia),https://www.agrolink.com.br/agrolinkfito/produto/afalon-450-sc_8469.html,6010,450,NA,suspensão concentrada (sc),alho,x,sc,líquido,NA,450,linurom ,,,NA
23,Afalon 450 SC,Adama Brasil S.A. - Londrina,linurom (ureia),https://www.agrolink.com.br/agrolinkfito/produto/afalon-450-sc_8469.html,6010,450,NA,suspensão concentrada (sc),cebola,x,sc,líquido,NA,450,linurom ,,,NA
23,Afalon 450 SC,Adama Brasil S.A. - Londrina,linurom (ureia),https://www.agrolink.com.br/agrolinkfito/produto/afalon-450-sc_8469.html,6010,450,NA,suspensão concentrada (sc),cenoura,x,sc,líquido,NA,450,linurom ,,,NA
23,Afalon 450 SC,Adama Brasil S.A. - Londrina,linurom (ureia),https://www.agrolink.com.br/agrolinkfito/produto/afalon-450-sc_8469.html,6010,450,NA,suspensão concentrada (sc),batata,x,sc,líquido,NA,450,linurom ,,,NA
